"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-04-19","8.28"," 9999",,"0.00",,,,,"86","74",,"  110","  110",,"17.0","25.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-04-20","11.18"," 0808"," 0808","0.00",,,,,"86","76",,"  120","  130",,"17.9","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-04-21","11.41"," 1521"," 1521","0.00",,,,,"85","75",,"   90","   80",,"17.9","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-04-22","10.74"," 1525"," 1525","0.00",,,,,"85","72",,"  110","   90",,"17.9","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-04-23","11.86"," 0952"," 0836","0.00",,,,,"85","75",,"  110","  100",,"17.9","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-04-24","11.41"," 1404"," 0234","0.16",,,,,"86","73",,"  110","   80",,"17.9","31.1",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-04-25","11.41"," 1438"," 1357","0.00",,,,,"87","77",,"  100","   90",,"19.9","25.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-04-26","8.72"," 1438"," 1039","0.00",,,,,"88","77",,"  130","  160",,"17.9","28.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-04-27","10.51"," 2152"," 2153","0.00",,,,,"89","79",,"  150","  130",,"17.9","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-04-28","9.40"," 1458"," 1643","0.00",,,,,"89","78",,"  130","  160",,"16.1","21.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-04-29","6.26"," 1448"," 1447","2.58",,,,,"91","71",,"  200","  210",,"25.9","38.0","    1","    1","    1",,,,"    1",,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-04-30","8.05"," 2340"," 1301","0.07",,,,,"88","75",,"   80","  110",,"16.1","21.9",,,,,,,"    1",,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-01","11.41"," 1545"," 1345","0.00",,,,,"88","76",,"   90","   90",,"21.0","23.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-02","14.32"," 1722"," 1619","0.00",,,,,"87","76",,"   80","   90",,"21.9","28.0",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-03","12.08"," 1812"," 1105","0.00",,,,,"86","76",,"  100","  100",,"17.0","25.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-04","6.71"," 1730"," 1646","0.00",,,,,"87","73",,"   90","   60",,"17.9","23.9",,,,,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-05","5.59"," 2118"," 2117","0.27",,,,,"82","74",,"  110","  110",,"15.0","21.9","    1",,,,,,,,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-06","6.26"," 0806"," 0806","1.71",,,,,"83","71",,"   80","   80",,"17.9","21.0","    1",,,,,,,,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-07","4.25"," 1621"," 1546","0.05",,,,,"88","71",,"  110","  140",,"14.1","21.0",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-08","5.37"," 1551"," 1550","0.00",,,,,"91","75",,"  130","  140",,"15.0","21.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-09","5.82"," 1818"," 1825","0.00",,,,,"93","71",,"  180","  180",,"14.1","21.0",,,,,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-10","8.50"," 1620"," 1537","0.00",,,,,"89","73",,"   90","   80",,"17.0","23.0","    1",,,,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-11","7.16"," 1451"," 1823","0.00",,,,,"91","75",,"  120","  190",,"15.0","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-12","8.05"," 1312"," 1256","0.00",,,,,"92","76",,"   80","   80",,"19.9","25.1",,,,,,,"    1",,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-13","6.26"," 1637"," 1719","0.00",,,,,"86","74",,"  120","  150",,"15.0","21.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-14","6.93"," 1557"," 1453","0.00",,,,,"87","71",,"  160","  150",,"19.9","28.0",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-15","8.50"," 1055"," 1054","0.07",,,,,"86","69",,"  250","  250",,"25.1","31.1","    1",,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-16","7.61"," 1612"," 1611","0.00",,,,,"90","67",,"  260","  250",,"21.9","29.1",,,,,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-17","9.40"," 1527"," 1552","0.00",,,,,"90","69",,"  260","  270",,"21.0","28.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-18","3.80"," 1755"," 1756","0.00",,,,,"85","70",,"  160","  160",,"10.1","10.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-19","5.82"," 1638"," 1521","0.00",,,,,"92","73",,"  120","  130",,"17.0","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-20","8.05"," 1554"," 1450","0.00",,,,,"90","77",,"  110","  110",,"17.0","21.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-21","8.50"," 2030"," 1601","0.00",,,,,"91","77",,"   90","  100",,"15.0","19.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-22","8.50"," 2301"," 1531","0.00",,,,,"91","79",,"   90","   90",,"17.0","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-23","11.63"," 0915"," 1954","0.00",,,,,"89","79",,"   90","  100",,"17.0","21.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-24","9.17"," 2241"," 1506","0.00",,,,,"88","78",,"  110","   90",,"15.0","21.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-25","9.62"," 1259"," 1258","0.00",,,,,"88","76",,"   90","   80",,"17.9","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-26","10.51"," 1532"," 1424","0.00",,,,,"89","78",,"  120","  130",,"17.9","25.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-27","6.26"," 1446"," 1343","0.01",,,,,"89","78",,"  130","  140",,"15.0","23.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-28","7.16"," 1600"," 1538","0.00",,,,,"91","75",,"  100","   90",,"17.9","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-29","11.86"," 1511"," 1413","0.00",,,,,"89","78",,"   80","   80",,"21.9","30.0",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-30","12.53"," 0812"," 1744","0.01",,,,,"90","79",,"   90","   50",,"21.9","25.1",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05-31","12.08"," 1116"," 1347","0.03",,,,,"89","75",,"   80","   70",,"21.9","28.0",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-01","10.96"," 1938"," 1809","0.00",,,,,"89","76",,"   90","   40",,"17.9","40.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-02","12.30"," 1404"," 1329","0.00",,,,,"89","78",,"   50","   90",,"17.9","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-03","11.86"," 1358"," 1253","0.00",,,,,"90","77",,"  100","   80",,"21.9","28.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-04","12.08"," 1514"," 1243","0.00",,,,,"89","79",,"  100","   80",,"19.9","28.0",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-05","10.07"," 1628"," 1607","0.00",,,,,"90","77",,"   90","   90",,"17.9","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-06","7.61"," 1850"," 1552","0.00",,,,,"90","76",,"   80","  110",,"15.0","21.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-07","11.41"," 1951"," 1821","0.00",,,,,"90","77",,"   80","   70",,"19.9","25.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-08","13.42"," 1344"," 1343","0.00",,,,,"89","79",,"   90","   90",,"21.9","25.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-09","13.42"," 1633"," 1041","0.00",,,,,"88","80",,"   80","   80",,"21.9","29.1",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-10","11.41"," 1601"," 1601","0.05",,,,,"90","79",,"   70","   70",,"21.0","25.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-11","7.38"," 1556"," 1557","0.00",,,,,"91","76",,"   80","   80",,"16.1","16.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-12","3.80"," 1355"," 1356","0.10",,,,,"93","78",,"  150","  150",,"15.0","15.0",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-13","3.80"," 1436"," 1442","2.94",,,,,"94","76",,"  340","  260",,"19.9","36.0","    1",,"    1",,,,,,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-14","4.92"," 1621"," 1621","2.47",,,,,"97","75",,"  190","  200",,"40.0","49.0","    1",,,,,,,,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-15","5.59"," 1435"," 1431","0.01",,,,,"96","76",,"  120","  130",,"16.1","21.9","    1",,"    1",,,,"    1",,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-16","6.04"," 1537"," 1345","0.00",,,,,"94","73",,"  120","   60",,"17.0","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-17","5.37"," 1533"," 1528","0.00",,,,,"93","79",,"  120","  130",,"17.9","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-18","6.26"," 1752"," 1753","0.22",,,,,"92","76",,"  160","  160",,"21.9","25.9",,,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-19","5.82"," 1539"," 1538","2.33",,,,,"93","74",,"   30","   30",,"28.0","36.9","    1","    1","    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-20","2.91"," 0909"," 0908","0.26",,,,,"91","76",,"  140","  140",,"16.1","28.0","    1",,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-21","6.71"," 1557"," 1255","0.00",,,,,"92","78",,"  110","  150",,"14.1","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-22","8.95"," 1638"," 1317","0.00",,,,,"92","81",,"  120","  110",,"16.1","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-23","8.28"," 1414"," 1423","0.00",,,,,"92","82",,"  110","  130",,"17.0","23.0",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-24","5.37"," 2200"," 1443","0.17",,,,,"92","74",,"  130","  270",,"17.9","29.1",,,"    1",,,,,,"    1",,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-25","5.37"," 2332"," 1535","0.00",,,,,"90","78",,"  200","  150",,"14.1","21.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-26","4.03"," 1337"," 1252","0.44",,,,,"91","77",,"  140","  150",,"15.0","21.9","    1",,"    1",,,,"    1",,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-27","7.16"," 1402"," 1125","0.00",,,,,"91","79",,"  120","  120",,"15.0","21.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-28","5.82"," 0943"," 0943","0.02",,,,,"88","79",,"  190","  180",,"21.0","30.0",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-29","5.37"," 0443"," 0441","0.02",,,,,"89","75",,"  180","  180",,"17.0","25.1",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06-30","5.14"," 1355"," 1354","3.19",,,,,"91","72",,"  140","  150",,"40.0","55.0","    1","    1","    1",,,,"    1",,,"    1",,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-01","2.24"," 1557"," 1209","0.01",,,,,"90","75",,"  340","  150",,"12.1","17.9",,,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-02","5.82"," 2328"," 1246","0.20",,,,,"90","74",,"  150","   80",,"16.1","23.9","    1",,"    1",,,,,,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-03","6.71"," 1711"," 1708","0.00",,,,,"90","75",,"  110","  100",,"15.0","19.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-04","7.61"," 0428"," 0426","0.62",,,,,"90","76",,"   90","   90",,"21.0","25.1","    1",,,,,,"    1",,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-05","10.51"," 1059"," 1416","0.01",,,,,"91","82",,"   80","   80",,"17.9","23.0",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-06","4.70"," 0905"," 0856","0.19",,,,,"83","78",,"  100","  110",,"16.1","21.0","    1",,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-07","5.14"," 1826"," 1825","0.60",,,,,"81","74",,"  200","  200",,"14.1","19.9","    1",,,,,,,,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-08","6.71"," 1629"," 1402","0.00",,,,,"89","75",,"  130","  150",,"16.1","30.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-09","4.92"," 1830"," 1615","0.59",,,,,"88","75",,"  120","  140",,"13.0","17.9","    1",,,,,,,,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-10","7.16"," 1452"," 1555","0.00",,,,,"91","80",,"  140","  120",,"15.0","21.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-11","4.92"," 1404"," 1502","0.00",,,,,"92","81",,"  130","  130",,"17.0","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-12","3.80"," 1451"," 1451","0.12",,,,,"92","78",,"  270","  260",,"16.1","23.0",,,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-13","3.36"," 1747"," 1749","0.89",,,,,"91","78",,"  300","  320",,"16.1","23.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-14","3.80"," 1438"," 1702","0.00",,,,,"92","78",,"  120","  230",,"14.1","19.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-15","3.80"," 1437"," 1436","0.00",,,,,"92","79",,"  130","  110",,"14.1","21.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-16","3.36"," 1638"," 1535","0.01",,,,,"93","78",,"  130","  120",,"15.0","21.0",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-17","4.25"," 1457"," 1457","0.28",,,,,"97","76",,"   90","   80",,"21.9","25.9",,,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-18","2.91"," 1535"," 1534","0.02",,,,,"93","77",,"   90","   90",,"17.0","21.0",,,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-19","3.36"," 1316"," 1312","0.28",,,,,"90","77",,"  180","  190",,"15.0","21.0","    1",,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-20","2.68"," 1445"," 1451","1.08",,,,,"95","77",,"  180","  290",,"17.9","30.0",,,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-21","2.46"," 1233"," 1233","0.00",,,,,"93","80",,"  120","  120",,"13.0","17.0",,,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-22","5.37"," 2033"," 2032","0.05",,,,,"93","78",,"   90","   90",,"21.9","25.1","    1",,"    1",,,,"    1",,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-23","8.28"," 2239"," 1117","0.00",,,,,"93","79",,"  100","  150",,"15.0","21.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-24","9.40"," 1501"," 0133","0.32",,,,,"93","79",,"  110","  120",,"21.0","25.1","    1",,,,,,,,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-25","8.28"," 1544"," 2140","0.00",,,,,"93","81",,"  120","  120",,"19.9","23.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-26","7.16"," 1527"," 1100","0.00",,,,,"92","82",,"  110","  110",,"15.0","25.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-27","9.17"," 1224"," 1223","0.43",,,,,"90","77",,"  120","  120",,"19.9","25.1","    1",,"    1",,,,"    1",,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-28","11.41"," 1724"," 1518","0.00",,,,,"92","81",,"   80","   80",,"17.9","23.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-29","10.74"," 1722"," 1219","0.00",,,,,"92","83",,"   80","   80",,"17.0","23.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-30","8.50"," 1725"," 1233","0.01",,,,,"93","81",,"  100","   90",,"16.1","25.1",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07-31","8.05"," 1749"," 1648","0.00",,,,,"93","81",,"  110","  150",,"15.0","23.0",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-01","4.47"," 1327"," 1326","0.00",,,,,"92","82",,"  130","  130",,"17.0","21.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-02","4.03"," 1523"," 1511","0.01",,,,,"93","80",,"  200","  200",,"16.1","21.9",,,"    1",,,,"    1",,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-03","3.36"," 1349"," 1343","0.01",,,,,"94","79",,"  170","  180",,"16.1","21.0",,,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-04","4.03"," 1719"," 1349","0.00",,,,,"94","79",,"  120","  120",,"14.1","21.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-05","8.72"," 1527"," 1907","0.03",,,,,"94","82",,"   90","   90",,"17.0","21.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-06","4.70"," 1835"," 1835","0.12",,,,,"95","79",,"  190","  170",,"15.0","17.9",,,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-07","4.92"," 1301"," 1252","2.41",,,,,"93","75",,"  220","  120",,"25.9","38.9","    1",,"    1",,,,,,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-08","3.58"," 1005"," 1003","0.04",,,,,"90","78",,"  280","  270",,"21.9","32.0",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-09","4.92"," 1424"," 1423","1.24",,,,,"94","75",,"  270","  270",,"23.9","36.0","    1",,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-10","4.92"," 1041"," 1041","0.09",,,,,"91","77",,"  260","  260",,"19.9","28.0","    1",,,,,,,,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-11","4.47"," 1438"," 1438","0.00",,,,,"95","77",,"  260","  260",,"17.0","21.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-12","2.46"," 1248"," 2258","0.29",,,,,"91","78",,"  240","  160",,"8.9","13.0","    1",,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-13","3.13"," 1543"," 1542","0.70",,,,,"94","77",,"   30","   40",,"16.1","23.9","    1",,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-14","2.24"," 1318"," 1315","0.03",,,,,"93","77",,"  110","  100",,"17.9","23.9",,,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-15","3.36"," 1232"," 1231","0.74",,,,,"90","75",,"  260","  270",,"16.1","28.0","    1",,"    1",,,,,,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-16","3.13"," 1142"," 1407","0.02",,,,,"90","75",,"  190","  180",,"16.1","19.9",,,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-17","6.49"," 1525"," 1525","0.00",,,,,"94","77",,"  110","  100",,"17.9","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-18","6.26"," 2359"," 2358","0.00",,,,,"92","81",,"  190","  190",,"17.9","25.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-19","5.37"," 1328"," 2358","0.23",,,,,"91","76",,"  220","  190",,"17.9","25.1","    1",,"    1",,,,"    1",,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-20","6.93"," 0814"," 0813","0.16",,,,,"91","76",,"  130","  130",,"19.9","23.9","    1",,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-21","7.61"," 0202"," 0201","0.26",,,,,"92","77",,"  110","  110",,"23.9","34.9",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-22","4.70"," 1316"," 1315","0.90",,,,,"92","79",,"  320","  320",,"15.0","21.0",,,"    1",,,,"    1",,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-23","3.36"," 1056"," 1623","1.11",,,,,"88","78",,"  310","   80",,"16.1","21.0","    1",,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-24","8.72"," 2256"," 2255","0.03",,,,,"92","78",,"   40","   50",,"17.9","25.1","    1",,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-25","8.50"," 1603"," 1253","0.80",,,,,"86","75",,"  310","   20",,"17.9","29.1","    1",,,,,,,,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-26","9.17"," 1500"," 1503","0.00",,,,,"94","78",,"  250","  260",,"17.9","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-27","7.16"," 1114"," 1322","0.21",,,,,"93","80",,"  210","  260",,"21.9","31.1",,,,,,,"    1",,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-28","7.38"," 1706"," 1705","0.04",,,,,"92","79",,"  220","  230",,"21.0","29.1",,,,,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-29","3.80"," 1424"," 1424","0.59",,,,,"88","76",,"  200","  210",,"17.9","21.9","    1",,"    1",,,,,,,,"    1",,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-30","3.36"," 2333"," 2330","0.92",,,,,"86","74",,"  170","  180",,"21.0","28.0","    1","    1","    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08-31","4.25"," 1204"," 1203","0.10",,,,,"90","74",,"   70","   70",,"16.1","19.9","    1",,"    1",,,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-09-01","3.80"," 1222"," 1341","0.12",,,,,"90","77",,"  120","  140",,"15.0","21.0",,,,,,,,,,,,,"    1"
